super_opeid,name,type,tier,tier_name,state,czname,par_median,par_rank,par_q1,par_q2,par_q3,par_q4,par_q5,par_top1pc,k_rank,k_median,k_q1,k_q2,k_q3,k_q4,k_q5,k_top1pc,kq1_cond_parq1,kq2_cond_parq1,kq3_cond_parq1,kq4_cond_parq1,kq5_cond_parq1,kq1_cond_parq2,kq2_cond_parq2,kq3_cond_parq2,kq4_cond_parq2,kq5_cond_parq2,kq1_cond_parq3,kq2_cond_parq3,kq3_cond_parq3,kq4_cond_parq3,kq5_cond_parq3,kq1_cond_parq4,kq2_cond_parq4,kq3_cond_parq4,kq4_cond_parq4,kq5_cond_parq4,kq1_cond_parq5,kq2_cond_parq5,kq3_cond_parq5,kq4_cond_parq5,kq5_cond_parq5,ktop1pc_cond_parq1,ktop1pc_cond_parq2,ktop1pc_cond_parq3,ktop1pc_cond_parq4,ktop1pc_cond_parq5
30955,ASA Institute Of Business & Computer Technology,3,11,Two-year for-profit,NY,New York,29000,0.274209106,0.44357517,0.32679018,0.14371076,0.05970677,0.026217192,0.000415863,0.44333166,19700,0.1712801,0.29721653,0.25163236,0.21002053,0.069850542,0.001981456,0.17915319,0.33957693,0.24377847,0.19232664,0.045164712,0.16552109,0.27243546,0.2694793,0.20787431,0.084689856,0.19135213,0.22408453,0.27545071,0.23907514,0.070037611,0.12893395,0.29359123,0.1760198,0.28581092,0.11564407,0.096270703,0.29853204,0.20369349,0.20427091,0.19723283,4.26297E-05,0.004922005,0.000695323,0.002435886,0.004146865
3537,Abilene Christian University,2,6,Selective private,TX,Abilene,101000,0.683686359,0.052441355,0.10103199,0.16393574,0.25824007,0.42435089,0.023049099,0.59242207,40100,0.1400653,0.13294759,0.17327738,0.24644408,0.30726567,0.028367676,0.094144821,0.10862718,0.25599816,0.26732701,0.27390283,0.18618762,0.12963904,0.2034312,0.23309059,0.24765149,0.14365052,0.15883599,0.20837456,0.2874772,0.20166177,0.13800208,0.13981503,0.17422011,0.23329166,0.31467104,0.13462961,0.1225604,0.14174302,0.2391946,0.3618724,0.038079586,0.010980259,0.017191675,0.016094882,0.043093346
1541,Abraham Baldwin Agricultural College,1,7,Nonselective four-year public,GA,Valdosta,66000,0.525405982,0.15455516,0.18715858,0.22549702,0.23676255,0.19602653,0.002520282,0.53531063,32500,0.12194975,0.1790269,0.25532883,0.27395719,0.16973718,0.006384978,0.17649074,0.23979603,0.30101529,0.18656828,0.096129663,0.11401461,0.2289665,0.28606683,0.22847596,0.1424761,0.11998492,0.13451687,0.27231202,0.31154609,0.16164011,0.092711516,0.16680454,0.23359773,0.30565181,0.20123436,0.12409817,0.14939772,0.1966711,0.30476099,0.22507203,0.006440227,0.007474435,0.002043603,0.003663757,0.013582016
7531,Academy Of Art University,3,10,Four-year for-profit,CA,San Francisco,92300,0.649209833,0.093524233,0.12291715,0.1753495,0.21152514,0.39668405,0.035681199,0.51605916,27400,0.20586628,0.19378209,0.18086788,0.15814623,0.26133758,0.014030807,0.26703009,0.18542577,0.20629373,0.16635033,0.17490003,0.20905481,0.19157112,0.21893194,0.13638723,0.24405494,0.19975942,0.22083299,0.18134363,0.14692578,0.25113821,0.1993628,0.192634,0.1671838,0.1889049,0.25191447,0.19662528,0.18509193,0.17016526,0.15151256,0.29660493,0.014551297,0.011080111,0.003751543,0.003041524,0.025226077
1345,Adams State University,1,5,Selective public,CO,Alamosa,67200,0.540471235,0.12922439,0.1855039,0.24842876,0.26087633,0.17596665,0.003146715,0.55242109,34100,0.12124767,0.15907787,0.24386188,0.27226484,0.20354776,0.005832592,0.169993,0.20166962,0.21881245,0.26369584,0.14582914,0.12888451,0.18362787,0.23587221,0.28918275,0.16243257,0.10558637,0.14734074,0.26411721,0.28090703,0.20204861,0.117544,0.15930827,0.22771633,0.29199779,0.20343369,0.10500124,0.11814803,0.26602009,0.21926692,0.29156369,0.000240012,5.4899E-05,0.006516102,0.003082793,0.019142136
2666,Adelphi University,2,6,Selective private,NY,New York,96300,0.648892214,0.087048024,0.12853861,0.15643388,0.22986455,0.39811498,0.023863256,0.65645194,50700,0.10051541,0.11300756,0.14764461,0.19315448,0.445678,0.014892664,0.098475181,0.1251636,0.19384955,0.20817724,0.37433442,0.12819031,0.11394597,0.1512318,0.19388846,0.41274351,0.090565264,0.10661294,0.1711234,0.19665042,0.43504792,0.087775581,0.13160761,0.16251582,0.19001622,0.42808473,0.10329168,0.10181998,0.1185716,0.19007106,0.48624572,0.030012798,0,0.012568131,0.019824557,0.014460809
2860,Adirondack Community College - SUNY Office Of Community Colleges,1,9,Two-year (public and private not-for-profit),NY,Albany,69900,0.534996618,0.11428819,0.17760713,0.25521886,0.29444924,0.1584366,0.001922987,0.52692991,30300,0.12090603,0.20071687,0.25119588,0.25800961,0.16917166,0.003172263,0.14055271,0.2546151,0.27408123,0.24376971,0.086981259,0.13001651,0.21152487,0.25721031,0.24916261,0.15208569,0.13742936,0.20859195,0.26899543,0.22390676,0.1610765,0.1044997,0.17422518,0.24207838,0.2861701,0.19302665,0.10039492,0.18626994,0.21621726,0.28079858,0.21631935,0.000247923,0.00042337,0.003976956,0.003720859,0.006047441
2234,Adrian College,2,6,Selective private,MI,Jackson,88500,0.643139329,0.060760289,0.11535594,0.20081325,0.28132689,0.34174353,0.011504383,0.60715014,40300,0.085792035,0.12808184,0.21049739,0.30366662,0.27196202,0.003567733,0.15087558,0.16439058,0.21269469,0.31462336,0.15741579,0.083161861,0.14765577,0.20696786,0.33797786,0.22423662,0.073973455,0.1153337,0.24982749,0.3447499,0.21611543,0.09041439,0.13870628,0.23076543,0.26504341,0.27507061,0.078247949,0.113764,0.17150237,0.2977908,0.33869484,0.000696305,0,0.006753096,0,0.006347785
11484,Advanced Institute Of Hair Design,3,11,Two-year for-profit,WI,Milwaukee,78100,0.621006866,0.025902087,0.11116548,0.25450274,0.40800014,0.20042956,0.001437937,0.45323527,24300,0.12270878,0.27942181,0.3455011,0.1843133,0.068055019,0.001089648,0.082549147,0,0.01994345,0.11869445,0.77881294,0.072769679,0.40340728,0.4097611,0.076348215,0.037713815,0.17467886,0.22039878,0.37141436,0.19375487,0.039753128,0.029537598,0.32553586,0.42468721,0.18073063,0.039508641,0.27926779,0.22784095,0.15783507,0.24797896,0.087077215,0.003760445,0.005776683,0,2.05567E-05,0.001704786
31275,Advanced Technology Institute,3,11,Two-year for-profit,VA,Virginia Beach,57200,0.481592976,0.15953134,0.21892074,0.26273358,0.2235292,0.13528517,0.002457908,0.54722869,33900,0.1238795,0.15231359,0.22978204,0.30947971,0.18454519,0.003851297,0.11510123,0.21521592,0.1805242,0.29208973,0.19706888,0.15049015,0.20535231,0.18106706,0.32645312,0.1366374,0.11230531,0.09376099,0.30635959,0.37525505,0.11231909,0.13204618,0.097415306,0.22276509,0.27886382,0.2689096,0.10015348,0.19673033,0.2295742,0.22536537,0.24817653,0.000407234,0.00033923,0.000474572,0.012107226,0.006512621
31155,Adventist University Of Health Sciences,2,8,Nonselective four-year private not-for-profit,FL,Orlando,62900,0.532083193,0.12763435,0.21570545,0.2254377,0.27373475,0.15748784,0.00058266,0.62302995,39200,0.10437773,0.10397492,0.1986399,0.25457832,0.33842918,0.000768332,0.19206659,0.085266978,0.23123255,0.19481745,0.29661635,0.036636569,0.17374876,0.16842078,0.33001477,0.29117918,0.084459923,0.10823943,0.30856872,0.22633907,0.2723929,0.13306703,0.0622756,0.12368277,0.28911138,0.39186314,0.10473958,0.089944184,0.18654215,0.18008859,0.43868551,0.000598468,0.000584946,0.000626399,0.000797389,0.001309837
1542,Agnes Scott College,2,4,Highly selective private,GA,Atlanta,97200,0.646476328,0.072003044,0.12996751,0.15526837,0.226091,0.41667008,0.012381608,0.58335757,38900,0.13175504,0.15667561,0.19311041,0.23435101,0.28410792,0.015001114,0.28022349,0.07410422,0.27148008,0.1694209,0.20477132,0.11097127,0.16873075,0.18285468,0.30575338,0.23168989,0.15743414,0.18397909,0.25496072,0.24033324,0.16329277,0.15193644,0.13143396,0.19250344,0.19068885,0.33343729,0.092061885,0.17070626,0.16004801,0.244762,0.33242187,0.001170535,0.000225798,0,0.025556557,0.02186233
10056,Aiken Technical College,1,9,Two-year (public and private not-for-profit),SC,Aiken,64100,0.496268337,0.20115341,0.19178109,0.18350492,0.26164183,0.16191886,0.001542641,0.47029981,25200,0.16255115,0.23329586,0.27741629,0.19924694,0.12748981,0.000342259,0.18345799,0.25832164,0.30534077,0.16784464,0.08503487,0.15812658,0.23981489,0.28785628,0.19321454,0.1209877,0.13721797,0.24497439,0.27729794,0.22977987,0.11072987,0.18559034,0.22159111,0.23956126,0.21053964,0.14271766,0.13330074,0.20016274,0.29166335,0.1925521,0.18232098,0,0,0,0,0.002113771
1002,Alabama Agricultural & Mechanical University,1,5,Selective public,AL,Huntsville,44500,0.425329574,0.24356118,0.26432449,0.19608772,0.17628771,0.11973897,0.000179344,0.55232471,32900,0.11468282,0.17586538,0.24503741,0.25806373,0.20635071,0.002565126,0.12399267,0.22259933,0.23428085,0.24589306,0.17323409,0.1243574,0.17615318,0.25460184,0.26393887,0.18094863,0.096729033,0.16766663,0.25030014,0.27120033,0.21410379,0.10120665,0.16306418,0.26565877,0.24599868,0.22407177,0.12363097,0.11244164,0.20682499,0.26610076,0.29100159,0.002993557,0,0.001887219,0.003465178,0.007141223
1034,Alabama Southern Community College,1,9,Two-year (public and private not-for-profit),AL,Atmore,44300,0.417778869,0.29389939,0.22918545,0.16352981,0.21245942,0.1009258,0.003593802,0.4755145,24300,0.17098162,0.24728557,0.26003516,0.16915861,0.15253896,0.002543508,0.13817452,0.3450169,0.2715072,0.14057826,0.10472322,0.17266044,0.20876999,0.29490337,0.23233654,0.091329657,0.19982786,0.23078001,0.22631468,0.18393342,0.15914398,0.19349976,0.19612001,0.23666574,0.14628148,0.22743297,0.16856222,0.18460394,0.25128093,0.13313869,0.26241422,0,0,0.006337371,0.005640072,0.003060394
5463,Alamance Community College,1,9,Two-year (public and private not-for-profit),NC,Greensboro,61200,0.512171664,0.13409744,0.21639305,0.24086517,0.25753823,0.15110618,0.002242142,0.46743786,25100,0.15798332,0.22478481,0.304968,0.22785372,0.084410235,0.001604563,0.17411174,0.3474611,0.23820664,0.20685533,0.033365201,0.15428868,0.22130427,0.36573189,0.20072405,0.057951104,0.15977074,0.21569002,0.30163011,0.23624426,0.086664833,0.16780585,0.20135383,0.30008712,0.21036263,0.12039057,0.12937099,0.17533322,0.29083627,0.30177605,0.10268356,0,0,0.000192154,0.004971459,0.001839364
37,Alamo Community College District,1,9,Two-year (public and private not-for-profit),TX,San Antonio,50600,0.453478906,0.21751642,0.24149129,0.21906626,0.19534898,0.12657699,0.002772422,0.51685178,29800,0.14282957,0.18521295,0.26036778,0.25398952,0.1576001,0.002861578,0.15296535,0.21441993,0.29156071,0.22883967,0.11221429,0.14083973,0.20236596,0.28658718,0.24003142,0.13017568,0.14579336,0.17538156,0.25295529,0.26310804,0.16276176,0.12776069,0.15853192,0.23397042,0.2818273,0.19790967,0.14733474,0.16048925,0.21030995,0.26509443,0.21677163,0.000456788,0.002346602,0.002613616,0.00452097,0.005844766
2885,Albany College Of Pharmacy And Health Sciences,2,8,Nonselective four-year private not-for-profit,NY,Albany,95800,0.661741018,0.039403558,0.10187934,0.18648764,0.27667844,0.39555106,0.001978402,0.85815191,115800,0.061036427,0.024199348,0.051073611,0.085526809,0.77816385,0.10475121,0.044741351,0,0.065878063,0.037291657,0.85208887,0.12127837,0,0.031325109,0.065597028,0.7817995,0.080410399,0.039945588,0.075158909,0.037168901,0.76731628,0.056634035,0.023798931,0.053064007,0.10233005,0.76417297,0.041088838,0.02569918,0.041937761,0.10651052,0.78476369,0.002540396,0.047687784,0.11761301,0.12728998,0.10780136
1544,Albany State University,1,5,Selective public,GA,Albany,43800,0.420957634,0.2330108,0.28163674,0.21580002,0.1759358,0.093616597,0.000947231,0.54412282,31900,0.093914047,0.18369989,0.28970152,0.28861758,0.14406691,0.002489291,0.09824013,0.18687022,0.30519167,0.2989952,0.11070278,0.12044726,0.18338485,0.25743341,0.28514218,0.15359226,0.067755647,0.19607347,0.29758337,0.2815105,0.15707694,0.075997531,0.16443847,0.31461477,0.290117,0.15483226,0.097293735,0.18443225,0.28323352,0.28680816,0.14823236,0,0,0.003025506,0.003617099,0.012818338
5601,Albany Technical College,1,9,Two-year (public and private not-for-profit),GA,Albany,29200,0.289352655,0.44530651,0.28822574,0.13613243,0.091694914,0.03864035,0.000590431,0.40087923,15800,0.15600498,0.40217918,0.27140188,0.1243472,0.046066727,0.001793627,0.16133894,0.45908445,0.24754633,0.099749938,0.032280397,0.14224373,0.38680342,0.30896917,0.12602234,0.035961285,0.17132986,0.28271687,0.28377664,0.16333194,0.098844647,0.18442348,0.41018134,0.1982459,0.15200865,0.055140611,0.075753599,0.2629559,0.3961055,0.19233336,0.072851576,0.002399624,0.000360673,0.000795204,0.002509164,0.007318082
1374,Albertus Magnus College,2,6,Selective private,CT,Bridgeport,68600,0.545599098,0.12973523,0.16373675,0.24205586,0.23975486,0.22471726,0.003582891,0.60999703,43400,0.10721236,0.11510016,0.17584687,0.29042935,0.31141117,0.007106876,0.12291561,0.043880645,0.15430401,0.25338107,0.42551869,0.144779,0.14941186,0.12555838,0.38164654,0.19860429,0.096730411,0.19794606,0.23680358,0.2277943,0.24072568,0.079624049,0.12032919,0.16384257,0.33936948,0.29683465,0.11149934,0.036399391,0.17207381,0.26060718,0.41942024,0.000294145,0.000152151,0.000185857,0.006170288,0.024561787
2235,Albion College,2,6,Selective private,MI,Kalamazoo,120700,0.738589386,0.022652306,0.069142476,0.13488385,0.23832628,0.53499514,0.029275218,0.67515606,48900,0.080197066,0.083193086,0.16121066,0.28650948,0.38888973,0.030884888,0.14408763,0.059088588,0.2908856,0.20516592,0.30077225,0.10916179,0.083761148,0.15244508,0.32469621,0.3299357,0.11017421,0.10813068,0.16611847,0.25071052,0.36486614,0.08692459,0.093195707,0.1764724,0.31880361,0.32460377,0.063193649,0.073397063,0.14881685,0.27965793,0.43493444,0.005123456,0.001326164,0.041799247,0.020127658,0.037836127
3229,Albright College,2,6,Selective private,PA,Reading,89000,0.646742554,0.051434021,0.1267895,0.2036522,0.29418346,0.32394081,0.013267925,0.66668701,47300,0.083530881,0.084608302,0.15384553,0.30077812,0.37723714,0.017509378,0.066032879,0.14418307,0.19928795,0.32402268,0.26647335,0.11693745,0.1058415,0.18405262,0.28263602,0.31053242,0.1157285,0.12505534,0.15163495,0.30375552,0.30382571,0.056152213,0.068366826,0.14128643,0.31158295,0.42261156,0.077855848,0.056160282,0.14760253,0.2925041,0.42587715,0.000827076,0,0.020884426,0.017805081,0.024620915
3806,Alderson Broaddus University,2,6,Selective private,WV,Elkins,59500,0.499516529,0.12749578,0.234915,0.28003561,0.23765394,0.11989974,0.000308738,0.58510536,37800,0.12145589,0.12309472,0.22246575,0.26219049,0.27079323,0.00365703,0.16818847,0.15789714,0.24688987,0.21238397,0.21464056,0.19027746,0.1799916,0.21631436,0.21587098,0.19754557,0.072584517,0.10304907,0.21759029,0.34951428,0.2572619,0.099229358,0.077806339,0.22188513,0.29101121,0.31006789,0.095121481,0.11119602,0.22108419,0.14482699,0.4277713,0.001407507,0.000235401,0,0,0.028542845
2668,Alfred University,2,6,Selective private,NY,Olean,90800,0.650354717,0.065330885,0.12035545,0.19156954,0.26581183,0.35693237,0.018995715,0.64449984,44600,0.091965511,0.11007948,0.17278266,0.25592002,0.36925241,0.015507132,0.21167508,0.11038922,0.19676124,0.25508031,0.22609419,0.078873955,0.16843162,0.20653209,0.25878671,0.2873756,0.071735524,0.090630203,0.19599846,0.27188414,0.36975166,0.086579472,0.091353677,0.1560711,0.25985867,0.40613711,0.089337647,0.11473074,0.15699872,0.24360573,0.39532715,0.000776088,0.019723834,0.015649114,0.005698392,0.024010053
1111,Allan Hancock College,1,9,Two-year (public and private not-for-profit),CA,Santa Barbara,65700,0.529356321,0.1408916,0.18905991,0.23496437,0.25687888,0.1782054,0.00467001,0.51568305,30800,0.16658391,0.19730558,0.22287741,0.22624946,0.18698375,0.002287015,0.19306259,0.18772399,0.2368748,0.24418868,0.1381499,0.16631782,0.26613051,0.21210781,0.17796297,0.17748086,0.15985693,0.19830666,0.23671563,0.26237261,0.14274812,0.15578754,0.17728226,0.2313793,0.20922133,0.22632961,0.17036395,0.15940693,0.19273537,0.24021105,0.23728268,0.000408901,0.002023628,0.002006519,0.001555191,0.00547605
2057,Allegany College Of Maryland,1,9,Two-year (public and private not-for-profit),MD,Cumberland,57900,0.488503476,0.15657392,0.22410621,0.29169142,0.22855283,0.099075511,0.00135686,0.51960993,32400,0.14508934,0.18559061,0.26342025,0.24560855,0.16029117,0.001960276,0.18992925,0.19671784,0.28422013,0.20365714,0.12547563,0.11693221,0.2106311,0.30951229,0.23828463,0.12463983,0.15228485,0.18341854,0.270877,0.23713675,0.15628287,0.13646847,0.14949819,0.22608212,0.27963775,0.20831342,0.13662009,0.20101972,0.19047049,0.27491483,0.1969749,0.000526829,0.000375084,0.000595869,0.004124492,0.006835752
3230,Allegheny College,2,6,Selective private,PA,Erie,102800,0.708648741,0.037381232,0.078848675,0.1665498,0.288313,0.42890722,0.026483722,0.69026655,52500,0.081098184,0.085236959,0.12407213,0.25720739,0.45238525,0.020971578,0.16571337,0.035468236,0.21825981,0.22116825,0.35939038,0.12353251,0.088593274,0.1396703,0.29243737,0.35576648,0.073730603,0.070574224,0.13140181,0.28776833,0.43652496,0.077498272,0.096630745,0.13517408,0.28150782,0.40918911,0.071203426,0.086992308,0.10268681,0.22566983,0.51344764,0.05965266,0,0.013026591,0.014612784,0.028815219
1901,Allen County Community College,1,9,Two-year (public and private not-for-profit),KS,Ottawa,65000,0.526211282,0.10632455,0.19791794,0.28203198,0.26905611,0.14466943,0.002191362,0.52306706,29700,0.11580673,0.19913015,0.28125677,0.26852667,0.13527973,0.001653641,0.15656449,0.25446683,0.30773541,0.17765832,0.10357492,0.12022056,0.21820919,0.33128828,0.22212665,0.1081553,0.11769502,0.20298401,0.27941391,0.28850764,0.11139948,0.10839249,0.17276211,0.26337826,0.28560358,0.1698636,0.089921176,0.17388532,0.23019272,0.3280763,0.17792453,0.000138752,0,0,0.006091252,0
2236,Alma College,2,6,Selective private,MI,Mount Pleasant,98200,0.689799746,0.050117996,0.095352128,0.17640549,0.28018877,0.39793569,0.016617836,0.64209843,48000,0.077721924,0.12998165,0.14477599,0.31018704,0.33733347,0.017990522,0.043015782,0.34435654,0.11403128,0.26596332,0.23263311,0.076850034,0.19287261,0.21622978,0.24062474,0.27342275,0.1022372,0.12332909,0.16883971,0.26912224,0.33647174,0.10048008,0.11600144,0.1900416,0.38318363,0.21029328,0.055410095,0.10070509,0.088987313,0.2992318,0.45566571,0.001629113,0.001097179,4.50572E-05,0.001579525,0.043609418
2237,Alpena Community College,1,9,Two-year (public and private not-for-profit),MI,Alpena,60600,0.497607559,0.15903667,0.1923676,0.28650403,0.2348613,0.12723048,0.002238735,0.52972853,32500,0.12935238,0.17630857,0.24516903,0.23946512,0.20970502,0.001540854,0.17851304,0.16475303,0.35855934,0.20211694,0.096057676,0.12363897,0.21023168,0.32833946,0.21536374,0.12242617,0.13274351,0.17661527,0.23828781,0.21181898,0.24053444,0.095290065,0.19286197,0.1661308,0.27753651,0.26818064,0.13178149,0.10821479,0.13907799,0.31456703,0.30635872,0.000463772,0.000637953,0.00024379,0.005386222,7.47752E-05
30321,Altamaha Technical College,1,9,Two-year (public and private not-for-profit),GA,Hinesville,35700,0.349743028,0.37032306,0.25208858,0.22068323,0.1103714,0.046533782,0.000505221,0.4054496,14500,0.2195265,0.34313878,0.19292083,0.16435875,0.080055133,0.000501098,0.22122483,0.37679476,0.17170265,0.16873252,0.061545223,0.20049039,0.32983771,0.18568793,0.19673117,0.087252766,0.26513517,0.39405575,0.16599341,0.11751869,0.05729698,0.1853808,0.26136941,0.23351648,0.16578394,0.15394938,0.17382833,0.099830657,0.4323757,0.17293499,0.12103032,0.000217575,0.000217766,0.000763572,0.001785983,0
3233,Alvernia University,2,6,Selective private,PA,Reading,84300,0.616992408,0.066485949,0.14129101,0.21616477,0.31234124,0.26371697,0.008258023,0.62312126,41800,0.088082135,0.1118403,0.18393186,0.32334006,0.29280558,0.006407297,0.094778001,0.07697963,0.18809877,0.31146944,0.3286742,0.11288334,0.13565403,0.18762635,0.32673576,0.23710053,0.094780363,0.1332904,0.20802191,0.31005961,0.25384772,0.083386354,0.080906659,0.19685416,0.30482599,0.33402681,0.073177531,0.12692535,0.14585082,0.35732698,0.29671928,0.023096086,0.000520204,0,0.015046505,0.000373839
3832,Alverno College,2,6,Selective private,WI,Milwaukee,65600,0.519893954,0.15033281,0.19734082,0.22081539,0.27449477,0.15701626,0.005124783,0.55707598,33200,0.085567392,0.18967363,0.26251984,0.27544674,0.18679243,0.003934006,0.10604038,0.20951451,0.31997013,0.18748213,0.17699276,0.070004098,0.2192255,0.26180214,0.31594214,0.13302611,0.090444505,0.16013023,0.27280203,0.26963595,0.20698726,0.090497501,0.19902934,0.22646758,0.26589513,0.2181105,0.070048459,0.15872781,0.25698301,0.3336418,0.18059897,0.014151361,0,0.000411267,0.000141852,0.010679407
3539,Alvin Community College,1,9,Two-year (public and private not-for-profit),TX,Pearland,84500,0.610463218,0.092303403,0.13839598,0.18687269,0.29412159,0.28830639,0.00274019,0.5690521,36600,0.14288548,0.16364071,0.18066008,0.2418386,0.2709752,0.004575811,0.19089569,0.17414548,0.23121871,0.21159631,0.1921438,0.13650231,0.22526476,0.2163853,0.24319805,0.17864962,0.16605991,0.16097939,0.21172915,0.22161135,0.23962016,0.12083786,0.16722424,0.15832473,0.25375742,0.29985574,0.13804996,0.12876521,0.14997183,0.25181982,0.33139321,0,0.000663861,0.002561012,0.003519009,0.010302707
3540,Amarillo College,1,9,Two-year (public and private not-for-profit),TX,Amarillo,58500,0.488905797,0.16241902,0.22502606,0.22983143,0.24252202,0.14020148,0.003010451,0.52813339,31000,0.13863212,0.18861102,0.23878457,0.24241528,0.19155702,0.003564248,0.19270098,0.24246261,0.24418819,0.20044938,0.12019882,0.1155652,0.19683522,0.26735881,0.27176142,0.14847939,0.1332286,0.17103297,0.2513558,0.24817181,0.19621083,0.13609329,0.18015543,0.21417947,0.25517657,0.21439523,0.12626757,0.15646775,0.2086166,0.21241908,0.296229,0.002750502,0.003223901,0.004554668,0.000104389,0.009414521
22418,"American Career College of Los Angeles, CA",3,11,Two-year for-profit,CA,Los Angeles,30400,0.318561902,0.41461432,0.28462368,0.15968955,0.09054707,0.050525419,0.003104616,0.47268602,25700,0.15794049,0.25712082,0.25720304,0.23816986,0.089565746,0.001269127,0.15585616,0.26942497,0.29611894,0.23097871,0.047621168,0.15971495,0.26133922,0.24619615,0.25005075,0.082698919,0.14856647,0.26579604,0.24534227,0.23423427,0.10606091,0.21489084,0.23381655,0.1525397,0.2470628,0.15169007,0.092614822,0.14673409,0.22491698,0.22675422,0.30897993,0.000125975,2.08782E-05,0.000473154,0.01064276,0.003398779
3963,American Institute Of Business,2,8,Nonselective four-year private not-for-profit,IA,Des Moines,66000,0.544485238,0.081016317,0.1941523,0.29171199,0.30712795,0.12599143,0.00312296,0.5984745,38700,0.060357317,0.13477302,0.2640236,0.34348252,0.19736353,0.004757019,0.028522013,0.26026341,0.2797915,0.2543523,0.1770708,0.10960941,0.14290555,0.24986666,0.34979591,0.14782244,0.054011922,0.11046638,0.27349567,0.33589175,0.22613423,0.042286493,0.15008482,0.26525334,0.37287027,0.16950519,0.063673846,0.060499247,0.25077152,0.33700421,0.28805116,0.000799896,0.000154535,0.008280784,0.003276036,0.00984547
21136,American Intercontinental University,3,10,Four-year for-profit,IL,Chicago,44700,0.415672902,0.26033288,0.25847679,0.22258297,0.16052973,0.098077446,0.004889943,0.46452776,22100,0.18855222,0.25135341,0.23679559,0.19097288,0.13232572,0.002801711,0.18660176,0.28263971,0.26061434,0.16887066,0.10127345,0.19218798,0.2576302,0.2504223,0.19036913,0.10939039,0.18785647,0.24129133,0.22550882,0.20978123,0.13556214,0.18810239,0.22775795,0.2294616,0.21152544,0.14315261,0.18646319,0.21322234,0.17527896,0.17490712,0.25012851,0.002756986,0.00233515,0.004409342,0.00178048,0.002173084
2114,American International College,2,6,Selective private,MA,Springfield,68700,0.539727626,0.1455442,0.1995191,0.18894041,0.25597811,0.21001817,0.005896935,0.61348945,41900,0.094457008,0.13869795,0.18184267,0.28027391,0.30472845,7.3012E-05,0.14431038,0.17292994,0.20327866,0.29468241,0.18479864,0.11706322,0.15267655,0.29055658,0.20488487,0.2348188,0.084446862,0.14421995,0.18884525,0.30623767,0.27625021,0.054208197,0.11912489,0.11947438,0.31095526,0.39623728,0.096494451,0.12058371,0.13342524,0.28115547,0.36834115,0,0,0,0,0.000347646
7572,American Musical & Dramatic Academy,2,8,Nonselective four-year private not-for-profit,NY,New York,88800,0.644483129,0.06849435,0.13463777,0.18843894,0.26431316,0.34411585,0.010904926,0.5014497,26000,0.1321405,0.2483055,0.27459297,0.19158748,0.15337363,0.006080536,0.12245116,0.16650565,0.4794552,0.12900667,0.10258131,0.11393292,0.31676692,0.21983799,0.2065381,0.14292403,0.081173643,0.32009175,0.32006592,0.15278441,0.12588428,0.1441846,0.23357017,0.26387605,0.20748194,0.15088727,0.15985155,0.20980898,0.23856992,0.20723453,0.18453501,0.001176759,0.009609542,0.001038558,0.010003488,0.005423666
3726,American National University,3,10,Four-year for-profit,VA,Roanoke,38300,0.369709907,0.29305914,0.2959623,0.2585285,0.11077217,0.041677851,0.00067595,0.3949818,17800,0.19651681,0.30852684,0.34073299,0.1250027,0.029220635,0,0.21018502,0.33251959,0.330219,0.094005108,0.033071224,0.21157891,0.32933488,0.32130685,0.11643307,0.021346353,0.18608345,0.28063783,0.35046092,0.15399888,0.0288189,0.15414332,0.28629315,0.36754328,0.14104055,0.050979674,0.17078903,0.22414903,0.42101142,0.18132819,0.00272234,0,0,0,0,0
1434,American University ,2,4,Highly selective private,DC,Washington DC,135700,0.775091677,0.035309114,0.066071384,0.10890936,0.17679563,0.61291456,0.087893449,0.70164877,59100,0.10905255,0.088691443,0.079618201,0.18900143,0.53363645,0.037534747,0.22338593,0.12854101,0.10608861,0.17821896,0.36376554,0.12498039,0.10656251,0.057607122,0.16797176,0.54287821,0.12202914,0.077655025,0.096146695,0.18042013,0.52374905,0.1078217,0.078707755,0.070841514,0.18977211,0.55285692,0.098798171,0.089310162,0.08006072,0.19319205,0.53863889,0.052479852,0.013965783,0.033366267,0.039805364,0.039300226
2115,Amherst College,2,2,Other elite schools (public and private),MA,Springfield,181300,0.809826901,0.042215958,0.059988361,0.094621271,0.097151466,0.70602298,0.16812453,0.74838555,69300,0.079923436,0.083400652,0.081692338,0.1608569,0.5941267,0.14266573,0.2010996,0.04138235,0.13195018,0.16088974,0.46467811,0.097316489,0.007827004,0.12437228,0.1516825,0.61880171,0.096364677,0.095342204,0.061295453,0.19247982,0.55451787,0.08013238,0.11241512,0.107003,0.19398487,0.5064646,0.068967782,0.086741418,0.074311592,0.15283781,0.61714137,0.063783929,0.086978391,0.11968805,0.062272429,0.16625583
